tiempo,Susceptibles,Expuestos,Asintomáticos (I0),Modedados (I1),Severos (I2),Críticos (I3),Recuperados (R),Muertos (D),Muertes naturales(NR)
2020-06-11,0.0011958941583480002,0.000123734376419,1079.02981581065,18840.5583848083,36526.1706736456,19877.091349860602,231795.094377683,1506.71445336162,1430.64397330216
2020-06-12,0.00108512302312,0.00011071134051999999,1023.1146014666801,18407.354703010402,36094.8185899209,19737.9337788411,233133.8991447,1526.59154471148,1454.0954028620001
2020-06-13,0.000985889276743,9.91794902262046e-05,970.096901998165,17983.3530869338,35663.4213457191,19595.4666758297,234451.55045635698,1546.3294784903198,1477.6947856421802
2020-06-14,0.0008968838561399999,8.895612613963149e-05,919.826569492746,17568.3997685832,35232.2044808873,19449.8604393103,235748.272707247,1565.9249451661499,1501.43983520617
2020-06-15,0.0008169567721060001,7.988223984033241e-05,872.1612365438721,17162.3410682574,34801.3842839542,19301.2821386341,237024.29203125602,1585.3748056054599,1525.32828744324
2020-06-16,0.0007450966366219999,7.181928764559621e-05,826.9659130854559,16765.0235821619,34371.168019923396,19149.8954608957,238279.836077995,1604.67608774409,1549.3579008524803
2020-06-17,0.0006804129586810001,6.46464231091146e-05,784.112604115791,16376.294355613101,33941.7541570864,18995.860666118002,239515.133799366,1623.8259832049898,1573.5264567991
2020-06-19,0.0006221208175780001,5.825812045556911e-05,743.479947228631,15996.001042694099,33513.3325925285,18839.3345502911,240730.415245901,1642.8218438711099,1597.8317597440803
2020-06-20,0.0005695275800110001,5.2562131525932e-05,704.952868925375,15623.992053175702,33086.084876028,18680.4704158268,241925.91137250102,1661.6611784214,1622.2716374484398
2020-06-21,0.000522021376082,4.7477727549649e-05,668.422258735389,15260.1166874718,32660.1844320786,18519.418049005,243101.853853236,1680.3416488372302,1646.84394115319
2020-06-22,0.00047906109058800007,4.29341844255817e-05,633.7846602219059,14904.2252603549,32235.7967797877,18356.3237040039,244258.474904849,1698.8610668862302,1671.54654573621
2020-06-23,0.000440167661126,3.88694764075008e-05,600.941977998683,14556.1692141177,31813.0797504287,18191.330093121498,245396.007118663,1717.2173905902403,1696.37734984684
2020-06-24,0.00040491650440499993,3.52291483377857e-05,569.80119992794,14215.8012218287,31392.1837024481,18024.5763828089,246514.683300552,1735.40872068336,1721.3342760195098
2020-06-26,0.00037293091757,3.19653410097027e-05,540.274133713015,13882.975281294599,30973.2517337458,17856.1981951544,247614.73631869,1753.43329706617,1746.41527076711
2020-06-27,0.000343876323031,2.9035947993528803e-05,512.277157139955,13557.546800305101,30556.419891070498,17686.3276144676,248696.39895877102,1771.2894952613199,1771.6183046552103
2020-06-28,0.00031745524377200005,2.64038854429613e-05,485.730981260847,13239.372673708302,30141.817376386698,17515.0931986291,249759.903786426,1788.9758228757898,1796.9413723580103
2020-06-29,0.000293402911913,2.40364590961599e-05,460.5604258483701,12928.3113528295,29729.566750088397,17342.6199948862,250805.48301655898,1806.4909160744198,1822.38249269678
2020-06-30,0.00027148342679100005,2.1904814976164603e-05,436.69420648572196,12624.222907720401,29319.7841309492,17169.029559785802,251833.36838933802,1823.8335360693,1847.93970866177
2020-07-01,0.000251486390378,1.998346224186e-05,414.064732689094,12326.9690826973,28912.579392714702,16994.4399829516,252843.791052592,1841.00256562909,1873.61108741832
2020-07-03,0.00023322395776199998,1.82498582964361e-05,392.607916491004,12036.4133456006,28508.056357253397,16818.9659144234,253836.98145035398,1857.9970056120399,1899.3947202979502
2020-07-04,0.000216528248894,1.66840476702422e-05,372.26299094248805,11752.420931184599,28106.312984199198,16642.7185952913,254813.16921733398,1874.8159715264603,1925.2887227751999
2020-07-05,0.000201249075085,1.52683473967427e-05,352.972338020195,11474.8588790221,27707.441557026097,16465.805891368,255772.58307907,1891.45869012175,1951.2912344309
2020-07-06,0.00018725194000599997,1.3987072625682501e-05,334.68132545106096,11203.5960662871,27311.5288655096,16288.3323296531,256715.450757551,1907.9244960131198,1977.4004189026
2020-07-07,0.000174416280315,1.28262970933282e-05,317.33815199248403,10938.5032357581,26918.6563845366,16110.3991373603,257641.99888210002,1924.21282834278,2003.61446382281
2020-07-08,0.000162633915683,1.1773643818319699e-05,300.893700729878,10679.453019365,26528.9004492379,15932.104283281102,258552.452905295,1940.3232274801398,2029.9315807456896
2020-07-09,0.00015180768195500002,1.08181020323135e-05,285.301399976157,10426.3199575835,26142.3324264233,15753.542521278401,259447.037023749,1956.2553317634197,2056.35000506275
2020-07-10,0.000141850224667,9.949866903337109e-06,270.51709137926,10178.9805149635,25759.0188823083,15574.805435706201,260325.974103543,1972.0088742847,2082.86799590828
2020-07-11,0.000132682933076,9.16019908023488e-06,256.498904864186,9937.313092062259,25379.021746528702,15395.9814885674,261189.485610138,1987.5836797204001,2109.4838360548997
2020-07-12,0.000124234997439,8.44130149031733e-06,243.207140055425,9701.1980340365,25002.398472446297,15217.1560682277,262037.79154257,2002.9796612089701,2136.1958318
2020-07-13,0.00011644257452,7.786211169123621e-06,230.604153843964,9470.5176361323,24629.2021937535,15038.4115395151,262871.110371786,2018.1968172772001,2163.0023128433104
2020-07-14,0.000109248048192,7.18870419937171e-06,218.65425378047402,9245.15614629929,24259.4818773931,14859.8272950431,263689.658982919,2033.23522881671,2189.90163215637
2020-07-15,0.000102599373697,6.643212092766089e-06,207.32359699278197,9024.99976514075,23893.282472811698,14681.4798076036,264493.652621367,2048.09505611176,2216.89216584424
2020-07-17,9.64494955586054e-05,6.14474816935613e-06,196.58009434136397,8809.93664339962,23530.6450575716,14503.4426834854,265283.30484252,2062.77653591936,2243.97231299993
